ymd,hour,spot_num,spot_nm,x,y,io1,io2
20160730,1,B-01,도봉로(도봉산역),203959,203959,6794,8324
20160730,1,B-01,도봉로(도봉산역),203959,203959,10258,10732
20160730,1,B-01,도봉로(도봉산역),203959,203959,7716,6878
20160801,1,B-01,도봉로(도봉산역),203959,203959,1974,2292
20160801,1,B-01,도봉로(도봉산역),203959,203959,8818,10068
20160801,1,B-01,도봉로(도봉산역),203959,203959,8874,9246
20160801,1,B-01,도봉로(도봉산역),203959,203959,8003,7336
20160802,1,B-01,도봉로(도봉산역),203959,203959,2136,2518
20160802,1,B-01,도봉로(도봉산역),203959,203959,8611,9868
20160802,1,B-01,도봉로(도봉산역),203959,203959,9291,8633
20160802,1,B-01,도봉로(도봉산역),203959,203959,7865,7243
20160803,1,B-01,도봉로(도봉산역),203959,203959,2174,2623
20160803,1,B-01,도봉로(도봉산역),203959,203959,8829,9942
20160803,1,B-01,도봉로(도봉산역),203959,203959,9164,8626
20160803,1,B-01,도봉로(도봉산역),203959,203959,8520,7839
20160804,1,B-01,도봉로(도봉산역),203959,203959,2314,2629
20160804,1,B-01,도봉로(도봉산역),203959,203959,9056,10382
20160804,1,B-01,도봉로(도봉산역),203959,203959,8902,8574
20160804,1,B-01,도봉로(도봉산역),203959,203959,8571,7814
20160805,1,B-01,도봉로(도봉산역),203959,203959,2413,2847
20160805,1,B-01,도봉로(도봉산역),203959,203959,9206,10480
20160805,1,B-01,도봉로(도봉산역),203959,203959,9245,8922
20160805,1,B-01,도봉로(도봉산역),203959,203959,9105,8627
20160806,1,B-01,도봉로(도봉산역),203959,203959,2743,3594
20160806,1,B-01,도봉로(도봉산역),203959,203959,8074,10739
20160806,1,B-01,도봉로(도봉산역),203959,203959,10464,10450
20160806,1,B-01,도봉로(도봉산역),203959,203959,7991,7134
20160807,1,B-01,도봉로(도봉산역),203959,203959,2265,3095
20160807,1,B-01,도봉로(도봉산역),203959,203959,6020,7315
20160807,1,B-01,도봉로(도봉산역),203959,203959,9015,8764
20160807,1,B-01,도봉로(도봉산역),203959,203959,7520,6456
20160808,1,B-01,도봉로(도봉산역),203959,203959,1831,2219
20160808,1,B-01,도봉로(도봉산역),203959,203959,9688,11182
20160808,1,B-01,도봉로(도봉산역),203959,203959,9263,8891
20160808,1,B-01,도봉로(도봉산역),203959,203959,8219,7800
20160809,1,B-01,도봉로(도봉산역),203959,203959,2213,2622
20160809,1,B-01,도봉로(도봉산역),203959,203959,9273,10951
20160809,1,B-01,도봉로(도봉산역),203959,203959,8726,8438
20160809,1,B-01,도봉로(도봉산역),203959,203959,8404,7854
20160810,1,B-01,도봉로(도봉산역),203959,203959,2346,2760
20160810,1,B-01,도봉로(도봉산역),203959,203959,9780,10831
20160810,1,B-01,도봉로(도봉산역),203959,203959,9343,9063
20160810,1,B-01,도봉로(도봉산역),203959,203959,8395,7830
20160811,1,B-01,도봉로(도봉산역),203959,203959,2363,2848
20160811,1,B-01,도봉로(도봉산역),203959,203959,9571,10967
20160811,1,B-01,도봉로(도봉산역),203959,203959,9260,8367
20160811,1,B-01,도봉로(도봉산역),203959,203959,8859,7928
20160812,1,B-01,도봉로(도봉산역),203959,203959,2394,2891
20160812,1,B-01,도봉로(도봉산역),203959,203959,9524,11049
20160812,1,B-01,도봉로(도봉산역),203959,203959,9592,9061
20160812,1,B-01,도봉로(도봉산역),203959,203959,9874,8843
20160813,1,B-01,도봉로(도봉산역),203959,203959,2935,3246
20160813,1,B-01,도봉로(도봉산역),203959,203959,8093,10792
20160813,1,B-01,도봉로(도봉산역),203959,203959,9434,10913
20160813,1,B-01,도봉로(도봉산역),203959,203959,7951,6818
20160814,1,B-01,도봉로(도봉산역),203959,203959,2109,2585
20160814,1,B-01,도봉로(도봉산역),203959,203959,5654,7434
20160814,1,B-01,도봉로(도봉산역),203959,203959,9201,9303
20160814,1,B-01,도봉로(도봉산역),203959,203959,7245,5578
20160815,1,B-01,도봉로(도봉산역),203959,203959,1852,2272
20160815,1,B-01,도봉로(도봉산역),203959,203959,6218,8195
20160815,1,B-01,도봉로(도봉산역),203959,203959,10749,9184
20160815,1,B-01,도봉로(도봉산역),203959,203959,8088,6072
20160816,1,B-01,도봉로(도봉산역),203959,203959,1998,2366
20160816,1,B-01,도봉로(도봉산역),203959,203959,9859,11220
20160816,1,B-01,도봉로(도봉산역),203959,203959,9834,8938
20160816,1,B-01,도봉로(도봉산역),203959,203959,8555,7867
20160817,1,B-01,도봉로(도봉산역),203959,203959,2341,2702
20160817,1,B-01,도봉로(도봉산역),203959,203959,9813,11460
20160817,1,B-01,도봉로(도봉산역),203959,203959,9575,9009
20160817,1,B-01,도봉로(도봉산역),203959,203959,8834,8139
20160818,1,B-01,도봉로(도봉산역),203959,203959,2399,2854
20160818,1,B-01,도봉로(도봉산역),203959,203959,9199,10970
20160818,1,B-01,도봉로(도봉산역),203959,203959,9786,8801
20160818,1,B-01,도봉로(도봉산역),203959,203959,8485,7825
20160819,1,B-01,도봉로(도봉산역),203959,203959,2445,3006
20160819,1,B-01,도봉로(도봉산역),203959,203959,9538,11126
20160819,1,B-01,도봉로(도봉산역),203959,203959,9678,8868
20160819,1,B-01,도봉로(도봉산역),203959,203959,9191,8079
20160820,1,B-01,도봉로(도봉산역),203959,203959,2806,3366
20160820,1,B-01,도봉로(도봉산역),203959,203959,8264,9901
20160820,1,B-01,도봉로(도봉산역),203959,203959,10577,10751
20160820,1,B-01,도봉로(도봉산역),203959,203959,7699,7240
20160821,1,B-01,도봉로(도봉산역),203959,203959,2304,2914
20160821,1,B-01,도봉로(도봉산역),203959,203959,6103,6886
20160821,1,B-01,도봉로(도봉산역),203959,203959,9261,8825
20160821,1,B-01,도봉로(도봉산역),203959,203959,6899,6094
20160822,1,B-01,도봉로(도봉산역),203959,203959,1870,2273
20160822,1,B-01,도봉로(도봉산역),203959,203959,9804,11500
20160822,1,B-01,도봉로(도봉산역),203959,203959,9154,9190
20160822,1,B-01,도봉로(도봉산역),203959,203959,8748,8074
20160823,1,B-01,도봉로(도봉산역),203959,203959,2269,2757
20160823,1,B-01,도봉로(도봉산역),203959,203959,9726,11478
20160823,1,B-01,도봉로(도봉산역),203959,203959,9634,8536
20160823,1,B-01,도봉로(도봉산역),203959,203959,8567,7985
20160824,1,B-01,도봉로(도봉산역),203959,203959,2410,2861
20160824,1,B-01,도봉로(도봉산역),203959,203959,9591,11379
20160824,1,B-01,도봉로(도봉산역),203959,203959,9162,8635
20160824,1,B-01,도봉로(도봉산역),203959,203959,8574,8143
20160825,1,B-01,도봉로(도봉산역),203959,203959,2489,2903
20160825,1,B-01,도봉로(도봉산역),203959,203959,9901,11645
20160825,1,B-01,도봉로(도봉산역),203959,203959,9456,8917
20160825,1,B-01,도봉로(도봉산역),203959,203959,8660,8042
20160826,1,B-01,도봉로(도봉산역),203959,203959,2446,2746
20160826,1,B-01,도봉로(도봉산역),203959,203959,9870,11641
20160826,1,B-01,도봉로(도봉산역),203959,203959,9926,9203
20160826,1,B-01,도봉로(도봉산역),203959,203959,10076,8538
20160827,1,B-01,도봉로(도봉산역),203959,203959,2937,3635
20160827,1,B-01,도봉로(도봉산역),203959,203959,8809,9930
20160827,1,B-01,도봉로(도봉산역),203959,203959,10852,11276
20160827,1,B-01,도봉로(도봉산역),203959,203959,8244,7302
20160828,1,B-01,도봉로(도봉산역),203959,203959,2223,2958
20160828,1,B-01,도봉로(도봉산역),203959,203959,6367,7526
20160828,1,B-01,도봉로(도봉산역),203959,203959,10964,9102
20160828,1,B-01,도봉로(도봉산역),203959,203959,6409,5649
20160829,1,B-01,도봉로(도봉산역),203959,203959,1857,2209
20160829,1,B-01,도봉로(도봉산역),203959,203959,10117,11989
20160829,1,B-01,도봉로(도봉산역),203959,203959,9692,9606
20160829,1,B-01,도봉로(도봉산역),203959,203959,8719,8012
20160830,1,B-01,도봉로(도봉산역),203959,203959,2367,2817
20160830,1,B-01,도봉로(도봉산역),203959,203959,9786,12227
20160830,1,B-01,도봉로(도봉산역),203959,203959,10139,8951
20160830,1,B-01,도봉로(도봉산역),203959,203959,4552,3708
20160901,1,B-01,도봉로(도봉산역),203959,203959,2710,2990
20160901,1,B-01,도봉로(도봉산역),203959,203959,9867,11771
20160901,1,B-01,도봉로(도봉산역),203959,203959,9805,9000
20160901,1,B-01,도봉로(도봉산역),203959,203959,8711,8126
20160902,1,B-01,도봉로(도봉산역),203959,203959,2418,2919
20160902,1,B-01,도봉로(도봉산역),203959,203959,9738,11524
20160902,1,B-01,도봉로(도봉산역),203959,203959,10217,9178
20160902,1,B-01,도봉로(도봉산역),203959,203959,9506,8774
20160903,1,B-01,도봉로(도봉산역),203959,203959,2880,3385
20160903,1,B-01,도봉로(도봉산역),203959,203959,8621,10368
20160903,1,B-01,도봉로(도봉산역),203959,203959,11798,11446
20160903,1,B-01,도봉로(도봉산역),203959,203959,7941,7468
20160904,1,B-01,도봉로(도봉산역),203959,203959,2357,3004
20160904,1,B-01,도봉로(도봉산역),203959,203959,6530,8086
20160904,1,B-01,도봉로(도봉산역),203959,203959,11025,9179
20160904,1,B-01,도봉로(도봉산역),203959,203959,6294,5930
20160905,1,B-01,도봉로(도봉산역),203959,203959,1908,2216
20160905,1,B-01,도봉로(도봉산역),203959,203959,10168,12165
20160905,1,B-01,도봉로(도봉산역),203959,203959,9772,9236
20160905,1,B-01,도봉로(도봉산역),203959,203959,9053,8149
20160906,1,B-01,도봉로(도봉산역),203959,203959,2406,2838
20160906,1,B-01,도봉로(도봉산역),203959,203959,9933,12229
20160906,1,B-01,도봉로(도봉산역),203959,203959,10483,9181
20160906,1,B-01,도봉로(도봉산역),203959,203959,9101,8119
20160907,1,B-01,도봉로(도봉산역),203959,203959,2560,2863
20160907,1,B-01,도봉로(도봉산역),203959,203959,9860,12090
20160907,1,B-01,도봉로(도봉산역),203959,203959,10284,9183
20160907,1,B-01,도봉로(도봉산역),203959,203959,9516,8416
20160908,1,B-01,도봉로(도봉산역),203959,203959,2627,2983
20160908,1,B-01,도봉로(도봉산역),203959,203959,9969,12279
20160908,1,B-01,도봉로(도봉산역),203959,203959,10660,9262
20160908,1,B-01,도봉로(도봉산역),203959,203959,9023,8163
20160909,1,B-01,도봉로(도봉산역),203959,203959,2655,2985
20160909,1,B-01,도봉로(도봉산역),203959,203959,10455,12200
20160909,1,B-01,도봉로(도봉산역),203959,203959,10870,9790
20160909,1,B-01,도봉로(도봉산역),203959,203959,10129,8863
20160910,1,B-01,도봉로(도봉산역),203959,203959,3074,3431
20160910,1,B-01,도봉로(도봉산역),203959,203959,8961,11078
20160910,1,B-01,도봉로(도봉산역),203959,203959,12548,11589
20160910,1,B-01,도봉로(도봉산역),203959,203959,8379,7629
20160911,1,B-01,도봉로(도봉산역),203959,203959,2336,2849
20160911,1,B-01,도봉로(도봉산역),203959,203959,6945,8231
20160911,1,B-01,도봉로(도봉산역),203959,203959,10823,9833
20160911,1,B-01,도봉로(도봉산역),203959,203959,6398,6010
20160912,1,B-01,도봉로(도봉산역),203959,203959,2004,2279
20160912,1,B-01,도봉로(도봉산역),203959,203959,10824,12422
20160912,1,B-01,도봉로(도봉산역),203959,203959,10375,10244
20160912,1,B-01,도봉로(도봉산역),203959,203959,10029,8965
20160913,1,B-01,도봉로(도봉산역),203959,203959,2637,3105
20160913,1,B-01,도봉로(도봉산역),203959,203959,10134,11599
20160913,1,B-01,도봉로(도봉산역),203959,203959,12116,10602
20160913,1,B-01,도봉로(도봉산역),203959,203959,9469,9122
20160914,1,B-01,도봉로(도봉산역),203959,203959,2549,3053
20160914,1,B-01,도봉로(도봉산역),203959,203959,6798,8331
20160914,1,B-01,도봉로(도봉산역),203959,203959,9831,10120
20160914,1,B-01,도봉로(도봉산역),203959,203959,5603,5925
20160915,1,B-01,도봉로(도봉산역),203959,203959,1619,1929
20160915,1,B-01,도봉로(도봉산역),203959,203959,8867,11841
20160915,1,B-01,도봉로(도봉산역),203959,203959,14246,13275
20160915,1,B-01,도봉로(도봉산역),203959,203959,6790,6289
20160916,1,B-01,도봉로(도봉산역),203959,203959,1544,1810
20160916,1,B-01,도봉로(도봉산역),203959,203959,4910,7369
20160916,1,B-01,도봉로(도봉산역),203959,203959,10677,9295
20160916,1,B-01,도봉로(도봉산역),203959,203959,6257,5501
20160917,1,B-01,도봉로(도봉산역),203959,203959,1930,2274
20160917,1,B-01,도봉로(도봉산역),203959,203959,5570,6634
20160917,1,B-01,도봉로(도봉산역),203959,203959,9934,9515
20160917,1,B-01,도봉로(도봉산역),203959,203959,6519,5915
20160918,1,B-01,도봉로(도봉산역),203959,203959,2039,2542
20160918,1,B-01,도봉로(도봉산역),203959,203959,5769,6579
20160918,1,B-01,도봉로(도봉산역),203959,203959,9061,8893
20160918,1,B-01,도봉로(도봉산역),203959,203959,5486,5272
20160919,1,B-01,도봉로(도봉산역),203959,203959,1925,2098
20160919,1,B-01,도봉로(도봉산역),203959,203959,9840,11709
20160919,1,B-01,도봉로(도봉산역),203959,203959,9734,9193
20160919,1,B-01,도봉로(도봉산역),203959,203959,8520,7935
20160920,1,B-01,도봉로(도봉산역),203959,203959,2290,2726
20160920,1,B-01,도봉로(도봉산역),203959,203959,9922,12031
20160920,1,B-01,도봉로(도봉산역),203959,203959,10309,9072
20160920,1,B-01,도봉로(도봉산역),203959,203959,8661,8068
20160921,1,B-01,도봉로(도봉산역),203959,203959,2506,2869
20160921,1,B-01,도봉로(도봉산역),203959,203959,10018,11940
20160921,1,B-01,도봉로(도봉산역),203959,203959,9930,8866
20160921,1,B-01,도봉로(도봉산역),203959,203959,8493,8234
20160922,1,B-01,도봉로(도봉산역),203959,203959,2441,2916
20160922,1,B-01,도봉로(도봉산역),203959,203959,9784,11896
20160922,1,B-01,도봉로(도봉산역),203959,203959,10126,9402
20160922,1,B-01,도봉로(도봉산역),203959,203959,8978,8198
20160923,1,B-01,도봉로(도봉산역),203959,203959,2540,3040
20160923,1,B-01,도봉로(도봉산역),203959,203959,10017,11952
20160923,1,B-01,도봉로(도봉산역),203959,203959,10297,9213
20160923,1,B-01,도봉로(도봉산역),203959,203959,9770,8617
20160924,1,B-01,도봉로(도봉산역),203959,203959,3031,3525
20160924,1,B-01,도봉로(도봉산역),203959,203959,8865,10374
20160924,1,B-01,도봉로(도봉산역),203959,203959,11569,10848
20160924,1,B-01,도봉로(도봉산역),203959,203959,8074,7345
20160925,1,B-01,도봉로(도봉산역),203959,203959,2502,2980
20160925,1,B-01,도봉로(도봉산역),203959,203959,6412,7416
20160925,1,B-01,도봉로(도봉산역),203959,203959,10196,9410
20160925,1,B-01,도봉로(도봉산역),203959,203959,6665,5853
20160926,1,B-01,도봉로(도봉산역),203959,203959,1966,2184
20160926,1,B-01,도봉로(도봉산역),203959,203959,10080,12197
20160926,1,B-01,도봉로(도봉산역),203959,203959,9899,9110
20160926,1,B-01,도봉로(도봉산역),203959,203959,8587,8138
20160927,1,B-01,도봉로(도봉산역),203959,203959,2381,2811
20160927,1,B-01,도봉로(도봉산역),203959,203959,10422,12054
20160927,1,B-01,도봉로(도봉산역),203959,203959,10307,8792
20160927,1,B-01,도봉로(도봉산역),203959,203959,8391,7845
20160928,1,B-01,도봉로(도봉산역),203959,203959,2356,2676
20160928,1,B-01,도봉로(도봉산역),203959,203959,9937,11678
20160928,1,B-01,도봉로(도봉산역),203959,203959,10367,9247
20160928,1,B-01,도봉로(도봉산역),203959,203959,8570,8099
20160929,1,B-01,도봉로(도봉산역),203959,203959,2584,2903
20160929,1,B-01,도봉로(도봉산역),203959,203959,10369,12110
20160929,1,B-01,도봉로(도봉산역),203959,203959,10130,9193
20160929,1,B-01,도봉로(도봉산역),203959,203959,8741,8181
20160930,1,B-01,도봉로(도봉산역),203959,203959,2617,3040
20160930,1,B-01,도봉로(도봉산역),203959,203959,10169,11957
20160930,1,B-01,도봉로(도봉산역),203959,203959,10093,9324
20160930,1,B-01,도봉로(도봉산역),203959,203959,9173,7577
20161001,1,B-01,도봉로(도봉산역),203959,203959,3186,3889
20161001,1,B-01,도봉로(도봉산역),203959,203959,8569,10413
20161001,1,B-01,도봉로(도봉산역),203959,203959,10806,11804
20161001,1,B-01,도봉로(도봉산역),203959,203959,8296,7293
20161002,1,B-01,도봉로(도봉산역),203959,203959,2297,2884
20161002,1,B-01,도봉로(도봉산역),203959,203959,5829,6505
20161002,1,B-01,도봉로(도봉산역),203959,203959,8564,8568
20161002,1,B-01,도봉로(도봉산역),203959,203959,5305,5262
20161003,1,B-01,도봉로(도봉산역),203959,203959,1798,2069
20161003,1,B-01,도봉로(도봉산역),203959,203959,6119,7765
20161003,1,B-01,도봉로(도봉산역),203959,203959,10772,9803
20161003,1,B-01,도봉로(도봉산역),203959,203959,8059,6183
20161004,1,B-01,도봉로(도봉산역),203959,203959,2385,2381
20161004,1,B-01,도봉로(도봉산역),203959,203959,10040,11940
20161004,1,B-01,도봉로(도봉산역),203959,203959,9685,9173
20161004,1,B-01,도봉로(도봉산역),203959,203959,8899,8121
20161005,1,B-01,도봉로(도봉산역),203959,203959,2513,3066
20161005,1,B-01,도봉로(도봉산역),203959,203959,9899,12330
20161005,1,B-01,도봉로(도봉산역),203959,203959,10053,8934
20161005,1,B-01,도봉로(도봉산역),203959,203959,8885,8229
20161006,1,B-01,도봉로(도봉산역),203959,203959,2834,3007
20161006,1,B-01,도봉로(도봉산역),203959,203959,9989,12040
20161006,1,B-01,도봉로(도봉산역),203959,203959,9867,9063
20161006,1,B-01,도봉로(도봉산역),203959,203959,9429,8175
20161007,1,B-01,도봉로(도봉산역),203959,203959,2660,3231
20161007,1,B-01,도봉로(도봉산역),203959,203959,10168,12254
20161007,1,B-01,도봉로(도봉산역),203959,203959,10523,9205
20161007,1,B-01,도봉로(도봉산역),203959,203959,10413,8659
20161008,1,B-01,도봉로(도봉산역),203959,203959,2739,3147
20161008,1,B-01,도봉로(도봉산역),203959,203959,8489,9711
20161008,1,B-01,도봉로(도봉산역),203959,203959,12696,10689
20161008,1,B-01,도봉로(도봉산역),203959,203959,8268,7475
20161009,1,B-01,도봉로(도봉산역),203959,203959,2414,2929
20161009,1,B-01,도봉로(도봉산역),203959,203959,6438,7767
20161009,1,B-01,도봉로(도봉산역),203959,203959,10646,9989
20161009,1,B-01,도봉로(도봉산역),203959,203959,7084,6014
20161010,1,B-01,도봉로(도봉산역),203959,203959,2011,2250
20161010,1,B-01,도봉로(도봉산역),203959,203959,10145,12336
20161010,1,B-01,도봉로(도봉산역),203959,203959,9951,9430
20161010,1,B-01,도봉로(도봉산역),203959,203959,8697,8006
20161011,1,B-01,도봉로(도봉산역),203959,203959,2397,2772
20161011,1,B-01,도봉로(도봉산역),203959,203959,9969,12436
20161011,1,B-01,도봉로(도봉산역),203959,203959,10345,9086
20161011,1,B-01,도봉로(도봉산역),203959,203959,8172,7479
20161012,1,B-01,도봉로(도봉산역),203959,203959,2776,2738
20161012,1,B-01,도봉로(도봉산역),203959,203959,10077,12285
20161012,1,B-01,도봉로(도봉산역),203959,203959,10423,9160
20161012,1,B-01,도봉로(도봉산역),203959,203959,8870,8090
20161013,1,B-01,도봉로(도봉산역),203959,203959,2597,2702
20161013,1,B-01,도봉로(도봉산역),203959,203959,9981,12280
20161013,1,B-01,도봉로(도봉산역),203959,203959,10046,9020
20161013,1,B-01,도봉로(도봉산역),203959,203959,8790,8116
20161014,1,B-01,도봉로(도봉산역),203959,203959,2574,2884
20161014,1,B-01,도봉로(도봉산역),203959,203959,10137,12077
20161014,1,B-01,도봉로(도봉산역),203959,203959,10749,9422
20161014,1,B-01,도봉로(도봉산역),203959,203959,9804,8538
20161015,1,B-01,도봉로(도봉산역),203959,203959,2953,3482
20161015,1,B-01,도봉로(도봉산역),203959,203959,8665,10034
20161015,1,B-01,도봉로(도봉산역),203959,203959,11318,11218
20161015,1,B-01,도봉로(도봉산역),203959,203959,8959,7276
20161016,1,B-01,도봉로(도봉산역),203959,203959,2372,2922
20161016,1,B-01,도봉로(도봉산역),203959,203959,6706,7383
20161016,1,B-01,도봉로(도봉산역),203959,203959,10356,9449
20161016,1,B-01,도봉로(도봉산역),203959,203959,6151,5823
20161017,1,B-01,도봉로(도봉산역),203959,203959,1985,2144
20161017,1,B-01,도봉로(도봉산역),203959,203959,10622,12651
20161017,1,B-01,도봉로(도봉산역),203959,203959,9141,8652
20161017,1,B-01,도봉로(도봉산역),203959,203959,8354,7587
20161018,1,B-01,도봉로(도봉산역),203959,203959,2352,2674
20161018,1,B-01,도봉로(도봉산역),203959,203959,10050,11959
20161018,1,B-01,도봉로(도봉산역),203959,203959,10073,9072
20161018,1,B-01,도봉로(도봉산역),203959,203959,8837,7902
20161019,1,B-01,도봉로(도봉산역),203959,203959,2483,2746
20161019,1,B-01,도봉로(도봉산역),203959,203959,9859,12025
20161019,1,B-01,도봉로(도봉산역),203959,203959,10054,9106
20161019,1,B-01,도봉로(도봉산역),203959,203959,9279,8117
20161020,1,B-01,도봉로(도봉산역),203959,203959,2755,2796
20161020,1,B-01,도봉로(도봉산역),203959,203959,10108,11952
20161020,1,B-01,도봉로(도봉산역),203959,203959,10176,8931
20161020,1,B-01,도봉로(도봉산역),203959,203959,9280,7927
20161021,1,B-01,도봉로(도봉산역),203959,203959,2560,2979
20161021,1,B-01,도봉로(도봉산역),203959,203959,9830,11951
20161021,1,B-01,도봉로(도봉산역),203959,203959,10335,9180
20161021,1,B-01,도봉로(도봉산역),203959,203959,9527,8283
20161022,1,B-01,도봉로(도봉산역),203959,203959,4034,3467
20161022,1,B-01,도봉로(도봉산역),203959,203959,8858,10434
20161022,1,B-01,도봉로(도봉산역),203959,203959,11488,11032
20161022,1,B-01,도봉로(도봉산역),203959,203959,8636,7060
20161023,1,B-01,도봉로(도봉산역),203959,203959,2338,2752
20161023,1,B-01,도봉로(도봉산역),203959,203959,6320,7618
20161023,1,B-01,도봉로(도봉산역),203959,203959,11121,9562
20161023,1,B-01,도봉로(도봉산역),203959,203959,6486,5615
20161024,1,B-01,도봉로(도봉산역),203959,203959,1918,2117
20161024,1,B-01,도봉로(도봉산역),203959,203959,10235,12787
20161024,1,B-01,도봉로(도봉산역),203959,203959,9864,9420
20161024,1,B-01,도봉로(도봉산역),203959,203959,8791,7834
20161025,1,B-01,도봉로(도봉산역),203959,203959,2265,2570
20161025,1,B-01,도봉로(도봉산역),203959,203959,10134,11869
20161025,1,B-01,도봉로(도봉산역),203959,203959,9890,9167
20161025,1,B-01,도봉로(도봉산역),203959,203959,8415,8061
20161026,1,B-01,도봉로(도봉산역),203959,203959,2412,2731
20161026,1,B-01,도봉로(도봉산역),203959,203959,9894,12119
20161026,1,B-01,도봉로(도봉산역),203959,203959,10256,9447
20161026,1,B-01,도봉로(도봉산역),203959,203959,8712,7856
20161027,1,B-01,도봉로(도봉산역),203959,203959,2786,2861
20161027,1,B-01,도봉로(도봉산역),203959,203959,10062,12140
20161027,1,B-01,도봉로(도봉산역),203959,203959,10439,9540
20161027,1,B-01,도봉로(도봉산역),203959,203959,9896,8002
20161028,1,B-01,도봉로(도봉산역),203959,203959,2598,3004
20161028,1,B-01,도봉로(도봉산역),203959,203959,10073,11980
20161028,1,B-01,도봉로(도봉산역),203959,203959,10699,9832
20161028,1,B-01,도봉로(도봉산역),203959,203959,9679,8356
20161029,1,B-01,도봉로(도봉산역),203959,203959,2869,3257
20161029,1,B-01,도봉로(도봉산역),203959,203959,8915,10249
20161029,1,B-01,도봉로(도봉산역),203959,203959,11693,11232
20161029,1,B-01,도봉로(도봉산역),203959,203959,8413,7244
20161030,1,B-01,도봉로(도봉산역),203959,203959,2657,2637
20161030,1,B-01,도봉로(도봉산역),203959,203959,6364,7512
20161030,1,B-01,도봉로(도봉산역),203959,203959,10126,9471
20161030,1,B-01,도봉로(도봉산역),203959,203959,7059,6046
20161101,1,B-01,도봉로(도봉산역),203959,203959,2419,2712
20161101,1,B-01,도봉로(도봉산역),203959,203959,9956,12025
20161101,1,B-01,도봉로(도봉산역),203959,203959,10104,9068
20161101,1,B-01,도봉로(도봉산역),203959,203959,8799,8051
20161102,1,B-01,도봉로(도봉산역),203959,203959,2294,2679
20161102,1,B-01,도봉로(도봉산역),203959,203959,9958,12432
20161102,1,B-01,도봉로(도봉산역),203959,203959,10410,9260
20161102,1,B-01,도봉로(도봉산역),203959,203959,8970,8134
20161103,1,B-01,도봉로(도봉산역),203959,203959,2336,2681
20161103,1,B-01,도봉로(도봉산역),203959,203959,10019,12110
20161103,1,B-01,도봉로(도봉산역),203959,203959,10362,9130
20161103,1,B-01,도봉로(도봉산역),203959,203959,8650,7821
20161104,1,B-01,도봉로(도봉산역),203959,203959,2926,2842
20161104,1,B-01,도봉로(도봉산역),203959,203959,9923,11968
20161104,1,B-01,도봉로(도봉산역),203959,203959,10979,9485
20161104,1,B-01,도봉로(도봉산역),203959,203959,9235,8119
20161105,1,B-01,도봉로(도봉산역),203959,203959,2921,3467
20161105,1,B-01,도봉로(도봉산역),203959,203959,8442,10066
20161105,1,B-01,도봉로(도봉산역),203959,203959,11701,10921
20161105,1,B-01,도봉로(도봉산역),203959,203959,8165,7140
20161106,1,B-01,도봉로(도봉산역),203959,203959,2381,2805
20161106,1,B-01,도봉로(도봉산역),203959,203959,6247,7554
20161106,1,B-01,도봉로(도봉산역),203959,203959,11233,9755
20161106,1,B-01,도봉로(도봉산역),203959,203959,6836,5952
20161107,1,B-01,도봉로(도봉산역),203959,203959,2120,2189
20161107,1,B-01,도봉로(도봉산역),203959,203959,9999,12500
20161107,1,B-01,도봉로(도봉산역),203959,203959,10447,9469
20161107,1,B-01,도봉로(도봉산역),203959,203959,8688,7833
20161108,1,B-01,도봉로(도봉산역),203959,203959,2200,2519
20161108,1,B-01,도봉로(도봉산역),203959,203959,9953,12263
20161108,1,B-01,도봉로(도봉산역),203959,203959,10486,9241
20161108,1,B-01,도봉로(도봉산역),203959,203959,8796,8028
20161109,1,B-01,도봉로(도봉산역),203959,203959,2358,2604
20161109,1,B-01,도봉로(도봉산역),203959,203959,9870,12136
20161109,1,B-01,도봉로(도봉산역),203959,203959,10289,9210
20161109,1,B-01,도봉로(도봉산역),203959,203959,9031,8114
20161110,1,B-01,도봉로(도봉산역),203959,203959,2675,2668
20161110,1,B-01,도봉로(도봉산역),203959,203959,10052,12300
20161110,1,B-01,도봉로(도봉산역),203959,203959,10571,9265
20161110,1,B-01,도봉로(도봉산역),203959,203959,5634,4253
20161111,1,B-01,도봉로(도봉산역),203959,203959,2172,2474
20161111,1,B-01,도봉로(도봉산역),203959,203959,10020,12108
20161111,1,B-01,도봉로(도봉산역),203959,203959,10608,9531
20161111,1,B-01,도봉로(도봉산역),203959,203959,9674,8850
20161112,1,B-01,도봉로(도봉산역),203959,203959,2972,3637
20161112,1,B-01,도봉로(도봉산역),203959,203959,8635,10605
20161112,1,B-01,도봉로(도봉산역),203959,203959,12115,10944
20161112,1,B-01,도봉로(도봉산역),203959,203959,7683,7187
20161113,1,B-01,도봉로(도봉산역),203959,203959,2294,2698
20161113,1,B-01,도봉로(도봉산역),203959,203959,6009,7476
20161113,1,B-01,도봉로(도봉산역),203959,203959,11019,9737
20161113,1,B-01,도봉로(도봉산역),203959,203959,6861,5991
20161114,1,B-01,도봉로(도봉산역),203959,203959,1973,2173
20161114,1,B-01,도봉로(도봉산역),203959,203959,10287,12259
20161114,1,B-01,도봉로(도봉산역),203959,203959,10254,9279
20161114,1,B-01,도봉로(도봉산역),203959,203959,8181,7780
20161115,1,B-01,도봉로(도봉산역),203959,203959,2584,2693
20161115,1,B-01,도봉로(도봉산역),203959,203959,10139,12480
20161115,1,B-01,도봉로(도봉산역),203959,203959,10362,9309
20161115,1,B-01,도봉로(도봉산역),203959,203959,8755,7938
